customer_id,retention_action,urgency,recommended_discount,specific_action
CUST_000360,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000361,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000362,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000363,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000364,Immediate Retention Call,Critical,21,Re-engagement campaign - 626 days inactive
CUST_000365,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000366,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000367,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000368,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000369,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_000370,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000371,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000372,Immediate Retention Call,Critical,21,Re-engagement campaign - 197 days inactive
CUST_000373,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000374,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000375,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000376,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program
CUST_000377,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000378,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000379,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000380,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000381,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000382,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000383,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000384,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000385,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000386,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000387,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000388,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_000389,Immediate Retention Call,Critical,21,Re-engagement campaign - 768 days inactive
CUST_000390,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000391,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000392,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000393,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000394,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000395,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program
CUST_000396,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000397,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000398,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000399,Immediate Retention Call,Critical,21,Re-engagement campaign - 191 days inactive
CUST_000400,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_000401,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000402,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000403,Immediate Retention Call,Critical,21,Re-engagement campaign - 247 days inactive
CUST_000404,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000405,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000406,Immediate Retention Call,Critical,21,Re-engagement campaign - 602 days inactive
CUST_000407,Immediate Retention Call,Critical,21,Re-engagement campaign - 363 days inactive
CUST_000408,Immediate Retention Call,Critical,21,Re-engagement campaign - 484 days inactive
CUST_000409,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000410,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000411,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000412,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000413,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_000414,Immediate Retention Call,Critical,21,Re-engagement campaign - 438 days inactive
CUST_000415,Immediate Retention Call,Critical,21,Re-engagement campaign - 801 days inactive
CUST_000416,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_000417,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000418,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_000419,Immediate Retention Call,Critical,21,Re-engagement campaign - 796 days inactive
CUST_000420,Immediate Retention Call,Critical,21,Re-engagement campaign - 616 days inactive
CUST_000421,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000422,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program
CUST_000423,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_000424,Loyalty Rewards Program,Normal,7,Enroll in VIP loyalty rewards program
CUST_000425,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000426,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000427,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000428,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000429,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000430,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000431,Immediate Retention Call,Critical,21,Re-engagement campaign - 128 days inactive
CUST_000432,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000433,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000434,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000435,Loyalty Rewards Program,Normal,7,Enroll in VIP loyalty rewards program
CUST_000436,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000437,Immediate Retention Call,Critical,21,Re-engagement campaign - 389 days inactive
CUST_000438,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000439,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000440,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_000441,Immediate Retention Call,Critical,21,Re-engagement campaign - 717 days inactive
CUST_000442,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000443,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000444,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000445,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000446,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000447,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000448,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_000449,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000450,Immediate Retention Call,Critical,21,Re-engagement campaign - 610 days inactive
CUST_000451,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000452,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000453,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000454,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_000455,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000456,Immediate Retention Call,Critical,21,Re-engagement campaign - 306 days inactive
CUST_000457,Immediate Retention Call,Critical,21,Re-engagement campaign - 694 days inactive
CUST_000458,Immediate Retention Call,Critical,21,Re-engagement campaign - 275 days inactive
CUST_000459,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program
CUST_000460,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000461,Immediate Retention Call,Critical,21,Re-engagement campaign - 180 days inactive
CUST_000462,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000463,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000464,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000465,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000466,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000467,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000468,Immediate Retention Call,Critical,21,Re-engagement campaign - 144 days inactive
CUST_000469,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000470,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000471,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000472,Loyalty Rewards Program,Normal,6,Address payment issues - offer alternative payment methods
CUST_000473,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000474,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000475,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000476,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000477,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program
CUST_000478,Immediate Retention Call,Critical,21,Re-engagement campaign - 585 days inactive
CUST_000479,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000480,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000481,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000482,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000483,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000484,Immediate Retention Call,Critical,21,Re-engagement campaign - 456 days inactive
CUST_000485,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000486,Immediate Retention Call,Critical,22,Re-engagement campaign - 400 days inactive
CUST_000487,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000488,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000489,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000490,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000491,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_000492,Immediate Retention Call,Critical,21,Re-engagement campaign - 301 days inactive
CUST_000493,Immediate Retention Call,Critical,21,Re-engagement campaign - 510 days inactive
CUST_000494,Immediate Retention Call,Critical,21,Re-engagement campaign - 236 days inactive
CUST_000495,Immediate Retention Call,Critical,21,Re-engagement campaign - 148 days inactive
CUST_000496,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_000497,Immediate Retention Call,Critical,21,Re-engagement campaign - 598 days inactive
CUST_000498,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000499,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000500,Immediate Retention Call,Critical,21,Re-engagement campaign - 413 days inactive
CUST_000501,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000502,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000503,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000504,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000505,Immediate Retention Call,Critical,21,Re-engagement campaign - 587 days inactive
CUST_000506,Immediate Retention Call,Critical,21,Re-engagement campaign - 492 days inactive
CUST_000507,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000508,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000509,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000510,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000511,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000512,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program
CUST_000513,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000514,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000515,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000516,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000517,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000518,Immediate Retention Call,Critical,21,Re-engagement campaign - 632 days inactive
CUST_000519,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000520,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000521,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000522,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000523,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000524,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000525,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods
CUST_000526,Immediate Retention Call,Critical,21,Re-engagement campaign - 174 days inactive
CUST_000527,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000528,Immediate Retention Call,Critical,21,Re-engagement campaign - 505 days inactive
CUST_000529,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000530,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000531,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program
CUST_000532,Immediate Retention Call,Critical,21,Re-engagement campaign - 260 days inactive
